asset,category,hypothesis,group,oos_verdict,robustness,pf_degradation,period,regime,n_trades,pf,sharpe,win_rate,expectancy,max_dd
DXY,forex_index,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.8441,-0.1085,test,LOW_VOLATILITY,62,1.3841,0.1409,0.4032,19.7874,605.65
DXY,forex_index,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.8441,-0.1085,test,MEAN_REVERTING,19,1.0316,0.0139,0.3158,2.7595,707.21
DXY,forex_index,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.8441,-0.1085,test,TRENDING,204,1.2239,0.0871,0.3775,18.2274,1779.14
DXY,forex_index,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.8441,-0.1085,oos,HIGH_VOLATILITY,164,1.1972,0.0803,0.3841,14.1513,1159.01
DXY,forex_index,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.8441,-0.1085,oos,LOW_VOLATILITY,50,1.1152,0.0494,0.36,5.3482,430.65
DXY,forex_index,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.8441,-0.1085,oos,MEAN_REVERTING,27,0.4347,-0.3798,0.1852,-46.5163,1061.15
DXY,forex_index,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.8441,-0.1085,oos,TRENDING,225,1.0554,0.0243,0.3422,3.7468,2735.31
DXY,forex_index,TF_EMA_Slope,trend_follow,OOS_PASS,0.2237,0.1287,test,HIGH_VOLATILITY,188,1.0215,0.0097,0.3936,2.684,3853.07
DXY,forex_index,TF_EMA_Slope,trend_follow,OOS_PASS,0.2237,0.1287,test,LOW_VOLATILITY,46,0.8002,-0.0988,0.3043,-16.0957,1627.18
DXY,forex_index,TF_EMA_Slope,trend_follow,OOS_PASS,0.2237,0.1287,test,MEAN_REVERTING,9,0.9042,-0.0449,0.3333,-11.6233,581.03
DXY,forex_index,TF_EMA_Slope,trend_follow,OOS_PASS,0.2237,0.1287,test,TRENDING,207,1.0387,0.017,0.372,4.6548,3708.41
DXY,forex_index,TF_EMA_Slope,trend_follow,OOS_PASS,0.2237,0.1287,oos,HIGH_VOLATILITY,219,1.0952,0.0419,0.3973,9.8147,1982.35
DXY,forex_index,TF_EMA_Slope,trend_follow,OOS_PASS,0.2237,0.1287,oos,LOW_VOLATILITY,36,1.3445,0.1325,0.4167,20.9844,578.9
DXY,forex_index,TF_EMA_Slope,trend_follow,OOS_PASS,0.2237,0.1287,oos,MEAN_REVERTING,16,5.4547,0.8222,0.75,154.1375,252.54
DXY,forex_index,TF_EMA_Slope,trend_follow,OOS_PASS,0.2237,0.1287,oos,TRENDING,254,1.0684,0.031,0.3976,6.5094,2046.59
DXY,forex_index,TF_Momentum,trend_follow,OOS_PASS,0.2465,-0.0013,test,HIGH_VOLATILITY,180,1.0926,0.04,0.4,11.3713,3209.85
DXY,forex_index,TF_Momentum,trend_follow,OOS_PASS,0.2465,-0.0013,test,LOW_VOLATILITY,47,0.6026,-0.2355,0.2766,-35.1413,2263.23
DXY,forex_index,TF_Momentum,trend_follow,OOS_PASS,0.2465,-0.0013,test,MEAN_REVERTING,11,1.0147,0.0066,0.3636,1.6555,589.82
DXY,forex_index,TF_Momentum,trend_follow,OOS_PASS,0.2465,-0.0013,test,TRENDING,217,1.026,0.0114,0.3687,3.152,2849.82
DXY,forex_index,TF_Momentum,trend_follow,OOS_PASS,0.2465,-0.0013,oos,HIGH_VOLATILITY,223,0.962,-0.0178,0.3632,-4.1063,2975.28
DXY,forex_index,TF_Momentum,trend_follow,OOS_PASS,0.2465,-0.0013,oos,LOW_VOLATILITY,32,0.709,-0.1586,0.3125,-21.6459,745.08
DXY,forex_index,TF_Momentum,trend_follow,OOS_PASS,0.2465,-0.0013,oos,MEAN_REVERTING,21,2.6904,0.4683,0.619,99.8138,184.93
DXY,forex_index,TF_Momentum,trend_follow,OOS_PASS,0.2465,-0.0013,oos,TRENDING,277,1.0207,0.0096,0.3755,2.0008,4367.63
DXY,forex_index,TF_Breakout_20,trend_follow,FAIL,0.362,-0.0009,test,HIGH_VOLATILITY,149,0.9142,-0.0409,0.396,-11.0762,4928.41
DXY,forex_index,TF_Breakout_20,trend_follow,FAIL,0.362,-0.0009,test,LOW_VOLATILITY,30,0.6272,-0.2029,0.2667,-39.7113,1599.99
DXY,forex_index,TF_Breakout_20,trend_follow,FAIL,0.362,-0.0009,test,MEAN_REVERTING,6,0.9233,-0.0345,0.3333,-9.22,426.11
DXY,forex_index,TF_Breakout_20,trend_follow,FAIL,0.362,-0.0009,test,TRENDING,159,1.0211,0.0093,0.3648,2.5472,2479.1
DXY,forex_index,TF_Breakout_20,trend_follow,FAIL,0.362,-0.0009,oos,HIGH_VOLATILITY,160,0.8888,-0.0541,0.35,-12.5868,2650.56
DXY,forex_index,TF_Breakout_20,trend_follow,FAIL,0.362,-0.0009,oos,LOW_VOLATILITY,27,0.8489,-0.0749,0.3333,-10.7311,881.28
DXY,forex_index,TF_Breakout_20,trend_follow,FAIL,0.362,-0.0009,oos,MEAN_REVERTING,14,2.4266,0.4026,0.5714,82.5607,276.11
DXY,forex_index,TF_Breakout_20,trend_follow,FAIL,0.362,-0.0009,oos,TRENDING,191,0.9351,-0.0312,0.356,-6.3874,2565.07
DXY,forex_index,VOL_ATR_Expand,volatility,DEGRADED,0.2438,-0.2287,test,HIGH_VOLATILITY,56,1.0604,0.0254,0.3393,6.3955,2102.66
DXY,forex_index,VOL_ATR_Expand,volatility,DEGRADED,0.2438,-0.2287,oos,HIGH_VOLATILITY,50,0.8179,-0.0918,0.3,-19.2768,1623.13
DXY,forex_index,VOL_Range_Bkout,volatility,OOS_PASS,0.2403,0.2344,test,HIGH_VOLATILITY,59,1.1951,0.0775,0.322,10.6527,622.44
DXY,forex_index,VOL_Range_Bkout,volatility,OOS_PASS,0.2403,0.2344,test,LOW_VOLATILITY,138,0.9665,-0.0149,0.3116,-2.1057,2583.03
DXY,forex_index,VOL_Range_Bkout,volatility,OOS_PASS,0.2403,0.2344,oos,HIGH_VOLATILITY,58,1.1172,0.0481,0.3103,5.7402,713.16
DXY,forex_index,VOL_Range_Bkout,volatility,OOS_PASS,0.2403,0.2344,oos,LOW_VOLATILITY,108,1.3555,0.1338,0.3611,16.5533,632.86
